SYMBOL,DATE,itime,rtime,iprice
AA,20140102,9:30:00,,10.53
AA,20140102,9:45:00,9:44:57,10.5399
AA,20140102,10:00:00,9:59:58,10.49
AA,20140102,10:15:00,10:14:59,10.37
AA,20140102,10:30:00,10:29:58,10.3501
AA,20140102,10:45:00,10:44:59,10.38
AA,20140102,11:00:00,10:59:57,10.44
AA,20140102,11:15:00,11:14:53,10.4981
AA,20140102,11:30:00,11:29:53,10.441
AA,20140102,11:45:00,11:44:55,10.48
AA,20140102,12:00:00,11:59:58,10.47
AA,20140102,12:15:00,12:14:57,10.4401
AA,20140102,12:30:00,12:29:59,10.4501
AA,20140102,12:45:00,12:44:58,10.41
AA,20140102,13:00:00,12:59:53,10.47
AA,20140102,13:15:00,13:14:52,10.5
AA,20140102,13:30:00,13:29:59,10.5269
AA,20140102,13:45:00,13:44:52,10.48
AA,20140102,14:00:00,13:59:58,10.51
AA,20140102,14:15:00,14:14:59,10.53
AA,20140102,14:30:00,14:29:58,10.51
AA,20140102,14:45:00,14:44:59,10.53
AA,20140102,15:00:00,14:59:55,10.5251
AA,20140102,15:15:00,15:14:59,10.555
AA,20140102,15:30:00,15:29:59,10.53
AA,20140102,15:45:00,15:44:59,10.49
AA,20140102,16:00:00,15:59:59,10.529
AA,20140102,16:15:00,16:08:39,10.49
AA,20140103,9:30:00,16:25:56,10.55
AA,20140103,9:45:00,9:44:55,10.565
AA,20140103,10:00:00,9:59:57,10.63
AA,20140103,10:15:00,10:14:59,10.59
AA,20140103,10:30:00,10:29:47,10.5801
AA,20140103,10:45:00,10:44:58,10.575
AA,20140103,11:00:00,10:59:59,10.6
AA,20140103,11:15:00,11:14:59,10.595
AA,20140103,11:30:00,11:29:56,10.5607
AA,20140103,11:45:00,11:44:59,10.535
AA,20140103,12:00:00,11:59:56,10.53
AA,20140103,12:15:00,12:14:52,10.515
AA,20140103,12:30:00,12:29:56,10.5375
AA,20140103,12:45:00,12:44:58,10.56
AA,20140103,13:00:00,12:59:56,10.5501
AA,20140103,13:15:00,13:14:59,10.5471
AA,20140103,13:30:00,13:29:57,10.53
AA,20140103,13:45:00,13:44:59,10.48
AA,20140103,14:00:00,13:59:57,10.5096
AA,20140103,14:15:00,14:14:59,10.53
AA,20140103,14:30:00,14:29:58,10.53
AA,20140103,14:45:00,14:44:58,10.55
AA,20140103,15:00:00,14:59:59,10.56
AA,20140103,15:15:00,15:14:58,10.565
AA,20140103,15:30:00,15:29:59,10.57
AA,20140103,15:45:00,15:44:59,10.58
AA,20140103,16:00:00,15:59:59,10.57
AA,20140103,16:15:00,16:11:14,10.5595
AA,20140106,9:30:00,16:27:42,10.63
AA,20140106,9:45:00,9:44:59,10.63
AA,20140106,10:00:00,9:59:57,10.625
AA,20140106,10:15:00,10:14:52,10.58
AA,20140106,10:30:00,10:29:52,10.56
AA,20140106,10:45:00,10:44:58,10.53
AA,20140106,11:00:00,10:59:41,10.5392
AA,20140106,11:15:00,11:14:58,10.5
AA,20140106,11:30:00,11:29:59,10.5
AA,20140106,11:45:00,11:44:56,10.515
AA,20140106,12:00:00,11:59:55,10.525
AA,20140106,12:15:00,12:14:58,10.5177
AA,20140106,12:30:00,12:29:56,10.505
